ats_vendor,access_tier,ats_slug,cohort_reason,sector,sector_source,sector_confidence,sector_note,naics2,nyc_count,ny_state_count,total_count,remote_us_count,is_recruiter,sample_url
ashby,1,mosaic,threshold: 5+ nyc postings,software,agent,low,"unrecognized, generic titles",51,7,0,8,0,false,https://jobs.ashbyhq.com/mosaic/14b240bf-7bbe-4460-af8f-d1b5553e0f44
ashby,1,lm-studio,threshold: 5+ nyc postings,ai,agent,high,known company,54,7,0,7,0,false,https://jobs.ashbyhq.com/lm-studio/eef1c19e-d046-410f-a190-bb8ae917eea6
greenhouse,1,constrafor,threshold: 5+ nyc postings,fintech_finance,agent,medium,construction financing,52,7,0,7,0,false,https://job-boards.greenhouse.io/constrafor/jobs/5790747004
paylocity,2,Encore Community Services,threshold: 5+ nyc postings,nonprofit_social_services,agent,high,known nonprofit,62,7,0,7,0,false,https://recruiting.paylocity.com/recruiting/Jobs/Details/4436260
bamboohr,1,jfknto,threshold: 5+ nyc postings,industrial_construction,agent,low,airport terminal development,23,7,0,7,0,false,https://jfknto.bamboohr.com/careers/93
paylocity,2,Manhattan Psychology Group,threshold: 5+ nyc postings,healthcare,agent,high,"titles: clinical, rn",62,7,1,7,0,false,https://recruiting.paylocity.com/recruiting/Jobs/Details/3860374
lever,1,lexeotx,threshold: 5+ nyc postings,biotech_pharma,agent,high,known company,32,7,0,7,0,false,https://jobs.lever.co/lexeotx/e01c4570-dff6-43e4-8d24-1753d1cd867c
bamboohr,1,cacindinc,threshold: 5+ nyc postings,industrial_construction,agent,medium,titles: estimator,23,7,0,7,0,false,https://cacindinc.bamboohr.com/careers/62
greenhouse,1,jobsmckinneycom,threshold: 5+ nyc postings,media_advertising,agent,high,known agency,51,7,0,7,0,false,https://job-boards.greenhouse.io/jobsmckinneycom/jobs/5350047
bamboohr,1,lct,threshold: 5+ nyc postings,nonprofit_social_services,agent,high,lincoln center theater,62,7,0,7,0,false,https://lct.bamboohr.com/careers/76
ashby,1,parabola-io,threshold: 5+ nyc postings,software,agent,high,known company,51,7,0,7,0,false,https://jobs.ashbyhq.com/parabola-io/caee246f-bdee-4706-a3eb-1391e884d177
greenhouse,1,resortpass,threshold: 5+ nyc postings,software,agent,high,known company,51,7,1,7,0,false,https://job-boards.greenhouse.io/resortpass/jobs/5165765007
greenhouse,1,aura,threshold: 5+ nyc postings,consumer_goods,agent,high,known company,31,7,0,7,0,false,https://auraframes.com/careers?gh_jid=8723264002
ashby,1,comun,threshold: 5+ nyc postings,fintech_finance,agent,high,known company,52,7,0,7,0,false,https://jobs.ashbyhq.com/comun/bc57c465-57f5-4706-a7b5-0eea7d141160
greenhouse,1,jomboymedia,threshold: 5+ nyc postings,media_advertising,agent,high,known company,51,7,0,7,0,false,https://job-boards.greenhouse.io/jomboymedia/jobs/4382512009
greenhouse,1,clicktherapeutics,threshold: 5+ nyc postings,biotech_pharma,agent,high,known company,32,7,0,7,0,false,https://job-boards.greenhouse.io/clicktherapeutics/jobs/8721589002
workday,1,michaels|wd5|external,threshold: 5+ nyc postings,retail,agent,high,known company,44,6,1,598,0,false,https://michaels.wd5.myworkdayjobs.com/external/job/Staten-Island-245-Bricktown-Way/Early-Morning-Service-Team-Member_R00320899
workday,1,jll|wd1|jllcareers,threshold: 5+ nyc postings,real_estate_proptech,agent,high,known company,53,6,2,483,0,false,https://jll.wd1.myworkdayjobs.com/jllcareers/job/New-York-NY/Analyst--Asset-Management-Services_REQ515112-1
workday,1,bmo|wd3|external,threshold: 5+ nyc postings,fintech_finance,agent,high,known company,52,6,0,472,0,false,https://bmo.wd3.myworkdayjobs.com/external/job/New-York-NY-USA/Capital-Markets--Senior-Compliance-Officer_R260016885
greenhouse,1,guidepostmontessori,threshold: 5+ nyc postings,education,agent,high,known company,61,6,0,433,0,false,https://job-boards.greenhouse.io/guidepostmontessori/jobs/8010641
workday,1,wf|wd1|wellsfargojobs,threshold: 5+ nyc postings,fintech_finance,agent,high,known company,52,6,0,415,0,false,https://wf.wd1.myworkdayjobs.com/wellsfargojobs/job/NEW-YORK-NY/Business-Development-Senior-Lead--Strategic-Partnerships--Cards-and-Personal-Loans_R-567650
workday,1,pfizer|wd1|pfizercareers,threshold: 5+ nyc postings,biotech_pharma,agent,high,known company,32,6,7,364,16,false,https://pfizer.wd1.myworkdayjobs.com/pfizercareers/job/United-States---New-York---New-York-City/Executive-Operations-Assistant_4962399-1
workday,1,truist|wd1|careers,threshold: 5+ nyc postings,fintech_finance,agent,high,known company,52,6,0,362,0,false,https://truist.wd1.myworkdayjobs.com/careers/job/New-York-NY/XMLNAME-2027-Truist-Securities---Asset-Securitization--Capital-Markets----Analyst-Program--INTERN-CONVERSION-_R0117754-1
greenhouse,1,lush,threshold: 5+ nyc postings,retail,agent,high,known company,44,6,11,355,5,false,https://job-boards.greenhouse.io/lush/jobs/8122546
workday,1,rsm|wd1|rsmcareers,threshold: 5+ nyc postings,professional_services,agent,high,known company,54,6,6,325,0,false,https://rsm.wd1.myworkdayjobs.com/rsmcareers/job/New-York/Assurance-Associate---Fall-2027_JR114538
workday,1,bakertilly|wd5|btcareers,threshold: 5+ nyc postings,professional_services,agent,high,known company,54,6,0,320,1,false,https://bakertilly.wd5.myworkdayjobs.com/btcareers/job/USA-NY-New-York-City-66-Hudson-Blvd-E/Director--Digital-Transformation_JR107393
workday,1,mattressfirm|wd1|mattressfirmcareers,threshold: 5+ nyc postings,retail,agent,high,known company,44,6,4,295,0,false,https://mattressfirm.wd1.myworkdayjobs.com/mattressfirmcareers/job/New-York-New-York/Sleep-Expert---Sales_JR-P0062806
workday,1,signetjewelers|wd1|signetjeweleryretailsales,threshold: 5+ nyc postings,retail,agent,high,known company,44,6,9,242,0,false,https://signetjewelers.wd1.myworkdayjobs.com/signetjeweleryretailsales/job/R2Net-Manufacturing-New-York-NY/Jeweler_REQ_82624
workday,1,astreya|wd5|life-at-astreya-opportunities,threshold: 5+ nyc postings,professional_services,agent,medium,it managed services,54,6,0,223,1,false,https://astreya.wd5.myworkdayjobs.com/life-at-astreya-opportunities/job/New-York-NY/AV-Media-Engineer-III_R0016574
workday,1,clio|wd3|cliocareersite,threshold: 5+ nyc postings,software,agent,high,known company,51,6,6,213,8,false,https://clio.wd3.myworkdayjobs.com/cliocareersite/job/New-York/Senior-Sales-Manager--Enterprise_BF-REQ-3780
greenhouse,1,skilledwoundcare,threshold: 5+ nyc postings,healthcare,agent,high,"titles: physician, rn",62,6,2,199,0,false,https://job-boards.greenhouse.io/skilledwoundcare/jobs/7826854003
workday,1,synechron|wd1|synechroncareers,threshold: 5+ nyc postings,professional_services,agent,high,known company,54,6,0,186,0,false,https://synechron.wd1.myworkdayjobs.com/synechroncareers/job/New-York-NY/Data-Governance---Target-Operating-Model--TOM--Lead_JR1043769
greenhouse,1,gorjana,threshold: 5+ nyc postings,consumer_goods,agent,medium,"jewelry brand, store titles",31,6,5,181,0,false,https://job-boards.greenhouse.io/gorjana/jobs/8369790002
lever,1,heyrowan,threshold: 5+ nyc postings,retail,agent,high,known company,44,6,11,161,0,false,https://jobs.lever.co/heyrowan/93699023-3209-4265-b670-d22996a6d19d
ashby,1,handshake,threshold: 5+ nyc postings,software,agent,high,known company,51,6,0,158,56,false,https://jobs.ashbyhq.com/handshake/390ef261-755e-4bfd-9502-7677246b0462
workday,1,rbc|wd3|rbcearlytalent1,threshold: 5+ nyc postings,fintech_finance,agent,high,known company,52,6,0,129,0,false,https://rbc.wd3.myworkdayjobs.com/rbcearlytalent1/job/New-York-New-York-United-States-of-America/XMLNAME-2027-Capital-Markets--Corporate-Banking-Summer-Analyst_R-0000157584-1
greenhouse,1,veritasvetpartners,threshold: 5+ nyc postings,healthcare,agent,medium,titles: veterinary clinics,62,6,0,122,0,false,https://job-boards.greenhouse.io/veritasvetpartners/jobs/5287991008
workday,1,wwecorp|wd5|tko,threshold: 5+ nyc postings,media_advertising,agent,high,known company,51,6,3,119,0,false,https://wwecorp.wd5.myworkdayjobs.com/tko/job/New-York-NY/Director--App-Security_R0008350
ashby,1,bravehealth,threshold: 5+ nyc postings,healthcare,agent,high,"known company, telehealth",62,6,28,117,0,false,https://jobs.ashbyhq.com/bravehealth/0d628cfd-7fe7-4cef-bb62-6514ef0bc82f
ashby,1,barnes,threshold: 5+ nyc postings,professional_services,agent,high,known law firm,54,6,6,116,0,false,https://jobs.ashbyhq.com/barnes/c016a84f-3d99-45d7-8b83-2912b01d906e
workday,1,armaninollp|wd1|armanino,threshold: 5+ nyc postings,professional_services,agent,high,known accounting firm,54,6,1,114,0,false,https://armaninollp.wd1.myworkdayjobs.com/armanino/job/New-York-City-New-York-Madison-Ave/Summer-2027-Tax-Intern--New-York-_JR104300
workday,1,iheartmedia|wd5|ihm_marketing_site,threshold: 5+ nyc postings,media_advertising,agent,high,known company,51,6,3,111,0,false,https://iheartmedia.wd5.myworkdayjobs.com/ihm_marketing_site/job/New-York-NY-55th-St/Account-Executive_Req39232-1
greenhouse,1,imafinancialgroup,threshold: 5+ nyc postings,fintech_finance,agent,high,known insurance brokerage,52,6,5,110,2,false,https://imacorp.com/careers/openings/5093255007?gh_jid=5093255007
workday,1,gtlaw|wd1|gtlaw,threshold: 5+ nyc postings,professional_services,agent,high,known law firm,54,6,6,107,0,false,https://gtlaw.wd1.myworkdayjobs.com/gtlaw/job/New-York/Collections-Specialist_JR202600354
lever,1,bluebottlecoffee,threshold: 5+ nyc postings,hospitality_food,agent,high,known company,72,6,0,105,0,false,https://jobs.lever.co/bluebottlecoffee/26c3c35b-4763-4afd-a9f3-2c7fd0f5c38a
workday,1,mufgub|wd3|mufg-earlycareers,threshold: 5+ nyc postings,fintech_finance,agent,high,known bank,52,6,0,94,0,false,https://mufgub.wd3.myworkdayjobs.com/mufg-earlycareers/job/New-York-NY/XMLNAME-2027-Corporate--Investment-Banking-and-Markets--CIB-M--Full-Time-Analyst-Program---Sponsor-Finance---Direct-Lending---New-York_10079135-WD
greenhouse,1,mthreerecruitingportal,threshold: 5+ nyc postings,staffing,agent,high,known hire-train-deploy firm,56,6,0,72,0,true,https://job-boards.greenhouse.io/mthreerecruitingportal/jobs/4387220006
workday,1,liveramp|wd5|liverampcareers,threshold: 5+ nyc postings,software,agent,high,known adtech platform,51,6,6,70,0,false,https://liveramp.wd5.myworkdayjobs.com/liverampcareers/job/New-York/Client-Partner--Brands--Retail-_JR012142-1
ashby,1,talentful,threshold: 5+ nyc postings,staffing,agent,high,known embedded recruiting firm,56,6,0,70,13,true,https://jobs.ashbyhq.com/talentful/d769758e-03a1-44fa-af28-0e5b8c22bf6b
lever,1,princesspolly,threshold: 5+ nyc postings,retail,agent,high,known fashion retailer,44,6,6,65,0,false,https://jobs.lever.co/princesspolly/c6684146-7365-49a0-895f-afc82a760072
ashby,1,factory,threshold: 5+ nyc postings,ai,agent,high,known AI dev agents,54,6,0,62,0,false,https://jobs.ashbyhq.com/factory/f81bfae5-3bb7-4fcb-9c7e-487045677b8c
workday,1,acxiomllc|wd5|acxiomusa,threshold: 5+ nyc postings,media_advertising,agent,medium,known marketing data services,51,6,10,61,0,false,https://acxiomllc.wd5.myworkdayjobs.com/acxiomusa/job/Homebased---New-York/Associate-Director--Industry-Strategy_JR014365
bamboohr,1,sternathometherapy,threshold: 5+ nyc postings,healthcare,agent,medium,titles: PT/OT,62,6,17,52,0,false,https://sternathometherapy.bamboohr.com/careers/583
greenhouse,1,nexamp,threshold: 5+ nyc postings,industrial_construction,agent,high,known solar company,23,6,0,51,0,false,"https://nexamp.com//careers?gh_jid=8614077002#Open%20Roles"
greenhouse,1,leadingedgespecializeddentistry,threshold: 5+ nyc postings,healthcare,agent,medium,titles: dental,62,6,23,46,0,false,https://job-boards.greenhouse.io/leadingedgespecializeddentistry/jobs/7820259003
lever,1,lindblad-expeditions,threshold: 5+ nyc postings,hospitality_food,agent,high,known expedition cruises,72,6,0,44,0,false,https://jobs.lever.co/lindblad-expeditions/5d94dd00-a947-49d3-91c8-fcdef41e5e13
greenhouse,1,pitchbookdata,threshold: 5+ nyc postings,software,agent,high,known financial data platform,51,6,0,43,0,false,https://job-boards.greenhouse.io/pitchbookdata/jobs/4700065006
greenhouse,1,jennikayne,threshold: 5+ nyc postings,consumer_goods,agent,high,known apparel/home brand,31,6,0,41,0,false,https://job-boards.greenhouse.io/jennikayne/jobs/6146929004
greenhouse,1,css,threshold: 5+ nyc postings,industrial_construction,agent,medium,titles: HVAC technicians,23,6,0,41,0,false,https://job-boards.greenhouse.io/css/jobs/7814936002
greenhouse,1,gymshark,threshold: 5+ nyc postings,consumer_goods,agent,high,known company,31,6,2,41,0,false,https://job-boards.eu.greenhouse.io/gymshark/jobs/4959247101
ashby,1,metaview,threshold: 5+ nyc postings,ai,agent,medium,known AI interview notes,54,6,0,41,0,false,https://jobs.ashbyhq.com/metaview/4e7c0b12-0450-4938-8271-0a26b3bfcb3b
greenhouse,1,rightwayhealthcare,threshold: 5+ nyc postings,healthcare,agent,high,known care navigation,62,6,0,39,0,false,https://www.rightwayhealthcare.com/jobs?gh_jid=7806356003
greenhouse,1,rimestechnologies,threshold: 5+ nyc postings,software,agent,high,known financial data software,51,6,0,37,0,false,https://job-boards.greenhouse.io/rimestechnologies/jobs/6143001004
lever,1,floqast,threshold: 5+ nyc postings,software,agent,high,known company,51,6,0,36,0,false,https://jobs.lever.co/floqast/570f40f5-5114-4ceb-8fa0-ca1b35f8677a
ashby,1,higharc,threshold: 5+ nyc postings,software,agent,high,known homebuilding software,51,6,0,35,17,false,https://jobs.ashbyhq.com/higharc/eaa5ab7a-0e1d-4fcb-9987-11caf092157a
bamboohr,1,bonhams,threshold: 5+ nyc postings,retail,agent,medium,known auction house,44,6,0,32,0,false,https://bonhams.bamboohr.com/careers/673
ashby,1,gigaml,threshold: 5+ nyc postings,ai,agent,high,known AI support agents,54,6,6,31,0,false,https://jobs.ashbyhq.com/gigaml/57794a51-5d19-44b7-8035-f049cb500e82
greenhouse,1,centerforemploymentopportunities,threshold: 5+ nyc postings,nonprofit_social_services,agent,high,known nonprofit,62,6,0,31,0,false,https://boards.greenhouse.io/centerforemploymentopportunities/jobs/8686188002?gh_jid=8686188002
greenhouse,1,clintonfoundation,threshold: 5+ nyc postings,nonprofit_social_services,agent,high,known foundation,62,6,0,28,0,false,https://www.clintonfoundation.org/careers/apply/?gh_jid=7721246003
greenhouse,1,cleerlyhealth,threshold: 5+ nyc postings,biotech_pharma,agent,high,known imaging diagnostics,32,6,0,27,0,false,https://cleerly.com/careers-board?gh_jid=6014559004
ashby,1,incident,threshold: 5+ nyc postings,software,agent,high,known company,51,6,6,24,0,false,https://jobs.ashbyhq.com/incident/89abd619-1f1d-4486-b5a0-5a18b18ab0d3
ashby,1,mintlify,threshold: 5+ nyc postings,software,agent,high,known dev tools,51,6,0,24,0,false,https://jobs.ashbyhq.com/mintlify/108d6b90-b2ce-4583-bf32-9c164cf89ed0
lever,1,princeton10,threshold: 5+ nyc postings,media_advertising,agent,medium,titles: healthcare advertising agency,51,6,0,24,0,false,https://jobs.lever.co/princeton10/15ad44ae-0729-4a2c-8081-20c2c5ee7835
ashby,1,fitt,threshold: 5+ nyc postings,media_advertising,agent,low,titles: PR/marketing agency,51,6,2,23,2,false,https://jobs.ashbyhq.com/fitt/a038c357-e576-4a8a-95ae-01ca82f945b3
greenhouse,1,adamsstreetpartners,threshold: 5+ nyc postings,fintech_finance,agent,high,known asset manager,52,6,0,23,0,false,https://www.adamsstreetpartners.com/careers-job-post/?gh_jid=5169124007
ashby,1,doppel,threshold: 5+ nyc postings,software,agent,high,known security company,51,6,8,21,3,false,https://jobs.ashbyhq.com/doppel/02064b81-b0a6-4e89-9cf0-6a442ef97ce4
greenhouse,1,ocrolusinc,threshold: 5+ nyc postings,fintech_finance,agent,high,known lending document AI,52,6,6,21,3,false,https://job-boards.greenhouse.io/ocrolusinc/jobs/6123144004
greenhouse,1,a16z,threshold: 5+ nyc postings,fintech_finance,agent,high,known VC firm,52,6,0,19,1,false,https://a16z.com/about/jobs/?gh_jid=7597930003
bamboohr,1,studios,threshold: 5+ nyc postings,professional_services,agent,high,known architecture firm,54,6,0,19,0,false,https://studios.bamboohr.com/careers/59
bamboohr,1,travelzoo,threshold: 5+ nyc postings,media_advertising,agent,high,known publisher,51,6,0,19,0,false,https://travelzoo.bamboohr.com/careers/607
greenhouse,1,interbrand,threshold: 5+ nyc postings,media_advertising,agent,high,known brand agency,51,6,6,19,0,false,https://job-boards.greenhouse.io/interbrand/jobs/7728264
ashby,1,laurel,threshold: 5+ nyc postings,ai,agent,medium,known AI timekeeping,54,6,2,19,5,false,https://jobs.ashbyhq.com/laurel/a49520a4-d2ef-49c5-914a-991eaf36032f
ashby,1,arketa,threshold: 5+ nyc postings,software,agent,high,known fitness SaaS,51,6,0,18,0,false,https://jobs.ashbyhq.com/arketa/62aeb78b-81bc-49d9-9dc3-6ddfa9c59c9c
ashby,1,scan-com,threshold: 5+ nyc postings,healthcare,agent,medium,"titles: imaging centers, patients",62,6,0,17,5,false,https://jobs.ashbyhq.com/scan-com/e3460b05-078d-4050-ab6a-e62a0f8733a7
paylocity,2,GUARDIAN SERVICE INDUSTRIES,threshold: 5+ nyc postings,industrial_construction,agent,medium,"titles: building engineers, facilities",23,6,6,17,0,false,https://recruiting.paylocity.com/recruiting/Jobs/Details/4376207
bamboohr,1,thebrandguild,threshold: 5+ nyc postings,media_advertising,agent,high,known PR agency,51,6,0,15,0,false,https://thebrandguild.bamboohr.com/careers/258
greenhouse,1,layerzerolabs,threshold: 5+ nyc postings,crypto,agent,high,known protocol,52,6,0,15,0,false,https://job-boards.greenhouse.io/layerzerolabs/jobs/5970048004
ashby,1,adaptive,threshold: 5+ nyc postings,software,agent,low,"unrecognized, generic titles",51,6,3,14,0,false,https://jobs.ashbyhq.com/adaptive/f02031da-b2b3-4ebb-8e35-0fd46fd7a3ec
greenhouse,1,teachinglab,threshold: 5+ nyc postings,education,agent,high,known education nonprofit,61,6,0,13,0,false,https://job-boards.greenhouse.io/teachinglab/jobs/4322054009
ashby,1,gradient-labs,threshold: 5+ nyc postings,ai,agent,high,known AI support agents,54,6,6,13,0,false,https://jobs.ashbyhq.com/gradient-labs/60e87a79-3d99-4567-907e-2832a47df46e
ashby,1,akur8,threshold: 5+ nyc postings,software,agent,high,known insurance pricing SaaS,51,6,0,13,0,false,https://jobs.ashbyhq.com/akur8/825b6bb0-2178-411f-a7d9-e49b08e5d579
ashby,1,artsy,threshold: 5+ nyc postings,software,agent,high,known art marketplace,51,6,6,12,0,false,https://jobs.ashbyhq.com/artsy/02c7997c-e94c-4506-aa51-c8563d0cab95
ashby,1,lai,threshold: 5+ nyc postings,ai,agent,low,"titles: ML, research scientist",54,6,6,12,0,false,https://jobs.ashbyhq.com/lai/8b7296de-3db0-46eb-b261-91f45a127413
greenhouse,1,vaticlabs,threshold: 5+ nyc postings,fintech_finance,agent,high,known quant trading firm,52,6,6,12,0,false,https://job-boards.greenhouse.io/vaticlabs/jobs/5414236
lever,1,vevo,threshold: 5+ nyc postings,media_advertising,agent,high,known company,51,6,0,11,0,false,https://jobs.lever.co/vevo/8738b501-4237-494c-9221-cb88af7c495b
bamboohr,1,dorepartnership,threshold: 5+ nyc postings,staffing,agent,high,titles: executive search,56,6,0,10,0,false,https://dorepartnership.bamboohr.com/careers/67
greenhouse,1,dbeconorthamerica,threshold: 5+ nyc postings,professional_services,agent,high,known rail consulting,54,6,0,10,2,false,https://job-boards.greenhouse.io/dbeconorthamerica/jobs/5407413008
greenhouse,1,beam,threshold: 5+ nyc postings,education,agent,high,known math nonprofit,61,6,3,10,0,false,https://job-boards.greenhouse.io/beam/jobs/4709915005
greenhouse,1,parsleyhealth,threshold: 5+ nyc postings,healthcare,agent,high,known clinic,62,6,0,10,3,false,https://job-boards.greenhouse.io/parsleyhealth/jobs/7789135003
ashby,1,paireyewear,threshold: 5+ nyc postings,consumer_goods,agent,high,known eyewear brand,31,6,0,10,0,false,https://jobs.ashbyhq.com/paireyewear/42c345b8-9831-4c05-b7ba-a1b19f5a26b2
ashby,1,ostium,threshold: 5+ nyc postings,crypto,agent,high,known perp DEX,52,6,0,9,2,false,https://jobs.ashbyhq.com/ostium/4c9da186-3e40-49e7-babc-0b73d82376ec
paylocity,2,MKG Productions,threshold: 5+ nyc postings,media_advertising,agent,high,known experiential agency,51,6,0,9,0,false,https://recruiting.paylocity.com/recruiting/Jobs/Details/4184982
greenhouse,1,philo,threshold: 5+ nyc postings,media_advertising,agent,high,known streaming TV,51,6,0,9,0,false,https://job-boards.greenhouse.io/philo/jobs/8055237
greenhouse,1,flowcode,threshold: 5+ nyc postings,software,agent,high,known company,51,6,9,9,0,false,https://job-boards.greenhouse.io/flowcode/jobs/4725390005
greenhouse,1,shelf,threshold: 5+ nyc postings,software,agent,medium,known knowledge mgmt SaaS,51,6,0,9,0,false,https://shelf.io/careers/listing/?gh_jid=6107266004
lever,1,therealdeal,threshold: 5+ nyc postings,media_advertising,agent,high,known publisher,51,6,0,9,0,false,https://jobs.lever.co/therealdeal/88cecd8a-8584-478b-80fa-268ca5e01de3
ashby,1,teleskope,threshold: 5+ nyc postings,software,agent,medium,known data security,51,6,1,8,0,false,https://jobs.ashbyhq.com/teleskope/278bce22-653b-41f1-aaeb-2c2f7c7f4092
greenhouse,1,axial,threshold: 5+ nyc postings,fintech_finance,agent,medium,known M&A deal network,52,6,2,8,0,false,https://job-boards.greenhouse.io/axial/jobs/5366514008
ashby,1,ethyca,threshold: 5+ nyc postings,software,agent,high,known privacy software,51,6,1,7,0,false,https://jobs.ashbyhq.com/ethyca/5898e994-83e4-4821-af13-5d6e2e638210
ashby,1,phare-r1-r37,threshold: 5+ nyc postings,ai,agent,medium,titles: clinical AI agents,54,6,0,7,0,false,https://jobs.ashbyhq.com/phare-r1-r37/e11e291a-2d52-466b-9159-ecde8c7a7cbc
ashby,1,centari,threshold: 5+ nyc postings,ai,agent,high,known legal AI,54,6,0,7,0,false,https://jobs.ashbyhq.com/centari/5f366ad6-815d-43f7-bf52-dc00b11e8525
lever,1,intenseye,threshold: 5+ nyc postings,ai,agent,medium,known AI workplace safety,54,6,0,7,0,false,https://jobs.lever.co/intenseye/c853e096-5340-4871-acd6-72109dc494fe
ashby,1,oso,threshold: 5+ nyc postings,software,agent,high,known dev tools,51,6,7,7,1,false,https://jobs.ashbyhq.com/oso/51ac2897-d475-4060-9c55-27d8cf48583f
greenhouse,1,proto,threshold: 5+ nyc postings,professional_services,agent,low,titles: design/engagement agency,54,6,0,7,1,false,https://job-boards.greenhouse.io/proto/jobs/6143559004
paylocity,2,Prospect Park Alliance Inc,threshold: 5+ nyc postings,nonprofit_social_services,agent,high,known park nonprofit,62,6,0,6,0,false,https://recruiting.paylocity.com/recruiting/Jobs/Details/4199479
greenhouse,1,zola,threshold: 5+ nyc postings,software,agent,high,known wedding marketplace,51,6,6,6,0,false,https://www.zola.com/about/jobs?gh_jid=8638685002
greenhouse,1,pinwheelapi,threshold: 5+ nyc postings,fintech_finance,agent,high,known payroll API,52,6,0,6,0,false,https://job-boards.greenhouse.io/pinwheelapi/jobs/7758477003
bamboohr,1,nycballet,threshold: 5+ nyc postings,nonprofit_social_services,agent,high,known arts nonprofit,62,6,0,6,0,false,https://nycballet.bamboohr.com/careers/185
greenhouse,1,goodinside,threshold: 5+ nyc postings,software,agent,medium,known parenting app,51,6,1,6,0,false,https://job-boards.greenhouse.io/goodinside/jobs/5179076007
paylocity,2,DGA SECURITY SYSTEMS INC,threshold: 5+ nyc postings,industrial_construction,agent,medium,titles: fire alarm technicians,23,6,0,6,0,false,https://recruiting.paylocity.com/recruiting/Jobs/Details/4434961
ashby,1,thera,threshold: 5+ nyc postings,software,agent,low,"unrecognized, generic titles",51,6,5,6,0,false,https://jobs.ashbyhq.com/thera/b144c283-4fba-4122-b16d-b3c1cf261fa4
bamboohr,1,andromeda,threshold: 5+ nyc postings,industrial_construction,agent,medium,"titles: concrete, estimator",23,6,0,6,0,false,https://andromeda.bamboohr.com/careers/104
greenhouse,1,nextstreet,threshold: 5+ nyc postings,professional_services,agent,medium,known small business consulting,54,6,0,6,0,false,https://job-boards.greenhouse.io/nextstreet/jobs/5803473004
ashby,1,raylu-ai,threshold: 5+ nyc postings,ai,agent,medium,"slug ai, AI engineer titles",54,6,0,6,0,false,https://jobs.ashbyhq.com/raylu-ai/17708e0a-b52f-44dc-bdcc-475976cfa7f0
bamboohr,1,ninthwave,threshold: 5+ nyc postings,software,agent,medium,known financial data software,51,6,0,6,0,false,https://ninthwave.bamboohr.com/careers/155
greenhouse,1,diracinc,threshold: 5+ nyc postings,software,agent,medium,known manufacturing software,51,6,0,6,0,false,https://job-boards.greenhouse.io/diracinc/jobs/4089450009?gh_jid=4089450009
ashby,1,bettermoney,threshold: 5+ nyc postings,fintech_finance,agent,medium,"titles: payments, money movement",52,6,0,6,0,false,https://jobs.ashbyhq.com/bettermoney/ac8f63ed-6351-4a5d-9198-095504bc9cbd
paylocity,2,Bedford Stuyvesant New Beginnings Charter Schools,threshold: 5+ nyc postings,education,agent,high,charter school,61,6,0,6,0,false,https://recruiting.paylocity.com/recruiting/Jobs/Details/1702478
greenhouse,1,heraldapi,threshold: 5+ nyc postings,fintech_finance,agent,medium,known insurance API,52,6,0,6,0,false,https://job-boards.greenhouse.io/heraldapi/jobs/4002638008
bamboohr,1,groundupinternational,threshold: 5+ nyc postings,consumer_goods,agent,high,known footwear company,31,6,0,6,0,false,https://groundupinternational.bamboohr.com/careers/106
workday,1,itw|wd5|external,threshold: 5+ nyc postings,industrial_construction,agent,high,known manufacturer,23,5,5,1033,0,false,https://itw.wd5.myworkdayjobs.com/external/job/Long-Island-City---11101/Lead-Installation-Technician_JR9131-1
greenhouse,1,flyzipline,threshold: 5+ nyc postings,logistics_delivery,agent,high,known drone delivery,48,5,0,770,9,false,https://www.zipline.com/open-roles?gh_jid=7816090003
workday,1,wegmans|wd1|wegmans,threshold: 5+ nyc postings,retail,agent,high,known grocer,44,5,0,435,0,false,https://wegmans.wd1.myworkdayjobs.com/wegmans/job/Brooklyn/Brooklyn-and-Astor-Place-Security-Specialist_R0291007
workday,1,brinks|wd5|brinkscareersus,threshold: 5+ nyc postings,logistics_delivery,agent,high,known cash logistics,48,5,31,421,11,false,https://brinks.wd5.myworkdayjobs.com/brinkscareersus/job/New-York-NY-B0490/ATM-Coordinator_R76610
workday,1,brighthorizons|wd5|external-northamerica,threshold: 5+ nyc postings,education,agent,high,"known company, child care",61,5,21,419,0,false,https://brighthorizons.wd5.myworkdayjobs.com/external-northamerica/job/Brooklyn-NY-11245/Child-Care-Assistant-Teacher--Brooklyn_JR-144327-1
workday,1,stagecoach|wd3|external,threshold: 5+ nyc postings,logistics_delivery,agent,high,known UK bus operator,48,5,0,415,0,false,https://stagecoach.wd3.myworkdayjobs.com/external/job/Queens-Road-Manchester-United-Kingdom/Bus-Driver_JR12465-1
greenhouse,1,oldcastlebuildingenvelope,threshold: 5+ nyc postings,industrial_construction,agent,high,"known company, glass/glazing",23,5,6,394,0,false,https://job-boards.greenhouse.io/oldcastlebuildingenvelope/jobs/4033496009
workday,1,coffeeandbagelbrands|wd1|coffeeandbagelbrands,threshold: 5+ nyc postings,hospitality_food,agent,high,"known company, Einstein/Caribou",72,5,0,391,0,false,https://coffeeandbagelbrands.wd1.myworkdayjobs.com/coffeeandbagelbrands/job/US---Brooklyn-Center-MN/Data-Architect_R190407
greenhouse,1,bozzuto,threshold: 5+ nyc postings,real_estate_proptech,agent,high,known property management,53,5,12,362,0,false,https://www.bozzuto.com/careers/job-search/5352043008/?gh_jid=5352043008
